black,white,srand_num,black_score,white_score
box_corner,corner,85,14,50
box_corner,corner,89,25,39
box_corner,corner,92,23,41
box_corner,corner,93,17,47
box_corner,corner,95,35,29
box_corner,corner,97,40,24
box_corner,corner,98,39,25
box_corner,corner,100,26,38
box_corner,corner,618,31,33
box_corner,corner,619,16,48
box_corner,corner,620,35,29
box_corner,corner,621,31,33
box_corner,corner,625,25,39
box_corner,corner,626,26,38
box_corner,corner,628,17,47
box_corner,corner,629,39,25
box_corner,corner,630,16,48
box_corner,corner,632,39,25
box_corner,corner,633,23,41
box_corner,corner,635,29,35
box_corner,box_corner,81,37,27
box_corner,box_corner,82,15,49
box_corner,box_corner,85,33,31
box_corner,box_corner,89,18,46
box_corner,box_corner,92,41,23
box_corner,box_corner,93,39,25
box_corner,box_corner,95,22,42
box_corner,box_corner,97,26,38
box_corner,box_corner,98,36,28
box_corner,box_corner,100,15,49
box_corner,box_corner,618,41,23
box_corner,box_corner,619,41,23
box_corner,box_corner,620,35,29
box_corner,box_corner,621,29,35
box_corner,box_corner,625,34,30
box_corner,box_corner,626,37,27
box_corner,box_corner,628,41,22
box_corner,box_corner,629,35,29
box_corner,box_corner,630,17,47
box_corner,box_corner,632,19,45
box_corner,box_corner,633,43,21
box_corner,box_corner,635,18,46
box_corner,eva_my,81,34,30
box_corner,eva_my,82,32,32
box_corner,eva_my,85,37,27
box_corner,eva_my,89,34,30
box_corner,eva_my,92,31,33
box_corner,eva_my,93,26,38
box_corner,eva_my,95,12,52
box_corner,eva_my,97,35,29
box_corner,eva_my,98,25,39
box_corner,eva_my,100,40,24
box_corner,eva_my,618,28,36
box_corner,eva_my,619,16,48
box_corner,eva_my,620,20,44
box_corner,eva_my,621,17,47
box_corner,eva_my,625,24,40
box_corner,eva_my,626,33,31
box_corner,eva_my,628,27,37
box_corner,eva_my,629,42,22
box_corner,eva_my,630,32,32
box_corner,eva_my,632,25,39
box_corner,eva_my,633,27,37
box_corner,eva_my,635,25,39
box_corner,custom,81,45,19
box_corner,custom,82,39,25
box_corner,custom,85,42,22
box_corner,custom,89,31,33
box_corner,custom,92,33,31
box_corner,custom,93,36,28
box_corner,custom,95,32,32
box_corner,custom,97,39,25
box_corner,custom,98,33,31
box_corner,custom,100,28,36
box_corner,custom,618,38,26
box_corner,custom,619,37,27
box_corner,custom,620,47,17
box_corner,custom,621,43,21
box_corner,custom,625,38,26
box_corner,custom,626,38,26
box_corner,custom,628,32,32
box_corner,custom,629,57,7
box_corner,custom,630,21,43
box_corner,custom,632,25,39
box_corner,custom,633,44,20
box_corner,custom,635,28,36
box_corner,corner+custom,81,30,34
box_corner,corner+custom,82,28,36
box_corner,corner+custom,85,38,26
box_corner,corner+custom,89,29,35
box_corner,corner+custom,92,34,30
box_corner,corner+custom,93,32,32
box_corner,corner+custom,95,29,35
box_corner,corner+custom,97,20,44
box_corner,corner+custom,98,35,29
box_corner,corner+custom,100,32,32
box_corner,corner+custom,618,35,29
box_corner,corner+custom,619,44,20
box_corner,corner+custom,620,34,30
box_corner,corner+custom,621,17,47
box_corner,corner+custom,625,40,23
box_corner,corner+custom,626,19,45
box_corner,corner+custom,628,25,39
box_corner,corner+custom,629,19,45
box_corner,corner+custom,630,31,33
box_corner,corner+custom,632,17,47
box_corner,corner+custom,633,30,34
box_corner,corner+custom,635,33,31
box_corner,box_corner+custom,81,33,31
box_corner,box_corner+custom,82,41,23
box_corner,box_corner+custom,85,28,36
box_corner,box_corner+custom,89,23,41
box_corner,box_corner+custom,92,25,39
box_corner,box_corner+custom,93,18,46
box_corner,box_corner+custom,95,43,21
box_corner,box_corner+custom,97,33,31
box_corner,box_corner+custom,98,24,40
box_corner,box_corner+custom,100,34,30
box_corner,box_corner+custom,618,37,27
box_corner,box_corner+custom,619,32,32
box_corner,box_corner+custom,620,34,30
box_corner,box_corner+custom,621,26,38
box_corner,box_corner+custom,625,26,38
box_corner,box_corner+custom,626,24,40
box_corner,box_corner+custom,628,20,44
box_corner,box_corner+custom,629,22,42
box_corner,box_corner+custom,630,25,39
box_corner,box_corner+custom,632,25,39
box_corner,box_corner+custom,633,19,45
box_corner,box_corner+custom,635,35,29
box_corner,eva_my+custom,81,31,33
box_corner,eva_my+custom,82,11,53
box_corner,eva_my+custom,85,33,31
box_corner,eva_my+custom,89,29,35
box_corner,eva_my+custom,92,37,27
box_corner,eva_my+custom,93,25,39
box_corner,eva_my+custom,95,26,38
box_corner,eva_my+custom,97,42,22
box_corner,eva_my+custom,98,23,41
box_corner,eva_my+custom,100,20,44
box_corner,eva_my+custom,618,42,22
box_corner,eva_my+custom,619,31,33
box_corner,eva_my+custom,620,33,31
box_corner,eva_my+custom,621,26,38
box_corner,eva_my+custom,625,27,37
box_corner,eva_my+custom,626,23,41
box_corner,eva_my+custom,628,48,16
box_corner,eva_my+custom,629,45,19
box_corner,eva_my+custom,630,37,27
box_corner,eva_my+custom,632,40,24
box_corner,eva_my+custom,633,31,33
box_corner,eva_my+custom,635,30,34
box_corner,corner-box,81,30,34
box_corner,corner-box,82,46,18
box_corner,corner-box,85,24,40
box_corner,corner-box,89,43,21
box_corner,corner-box,92,32,32
box_corner,corner-box,93,34,30
box_corner,corner-box,95,40,24
box_corner,corner-box,97,27,37
box_corner,corner-box,98,34,30
box_corner,corner-box,100,23,41
box_corner,corner-box,618,25,39
box_corner,corner-box,619,38,26
box_corner,corner-box,620,41,23
box_corner,corner-box,621,44,20
box_corner,corner-box,625,33,31
box_corner,corner-box,626,40,24
box_corner,corner-box,628,28,36
box_corner,corner-box,629,26,38
box_corner,corner-box,630,31,33
box_corner,corner-box,632,36,28
box_corner,corner-box,633,42,22
box_corner,corner-box,635,35,29
box_corner,doughnut,81,21,0
box_corner,doughnut,82,19,45
box_corner,doughnut,85,17,0
box_corner,doughnut,89,23,41
box_corner,doughnut,92,34,30
box_corner,doughnut,93,19,0
box_corner,doughnut,95,24,40
box_corner,doughnut,97,27,37
box_corner,doughnut,98,26,38
box_corner,doughnut,100,7,57
box_corner,doughnut,618,27,37
box_corner,doughnut,619,24,40
box_corner,doughnut,620,21,0
box_corner,doughnut,621,29,35
box_corner,doughnut,625,21,43
box_corner,doughnut,626,17,47
box_corner,doughnut,628,27,37
box_corner,doughnut,629,17,0
box_corner,doughnut,630,28,36
box_corner,doughnut,632,26,38
box_corner,doughnut,633,26,38
box_corner,doughnut,635,23,41
box_corner,doughnut+custom,81,31,33
box_corner,doughnut+custom,82,32,32
box_corner,doughnut+custom,85,19,0
box_corner,doughnut+custom,89,38,26
box_corner,doughnut+custom,92,25,39
box_corner,doughnut+custom,93,36,28
box_corner,doughnut+custom,95,39,25
box_corner,doughnut+custom,97,38,26
box_corner,doughnut+custom,98,47,17
box_corner,doughnut+custom,100,32,32
box_corner,doughnut+custom,618,27,37
box_corner,doughnut+custom,619,44,20
box_corner,doughnut+custom,620,37,27
box_corner,doughnut+custom,621,23,41
box_corner,doughnut+custom,625,33,31
box_corner,doughnut+custom,626,19,0
box_corner,doughnut+custom,628,37,27
box_corner,doughnut+custom,629,28,36
box_corner,doughnut+custom,630,18,46
box_corner,doughnut+custom,632,30,34
box_corner,doughnut+custom,633,17,0
box_corner,doughnut+custom,635,28,36
eva_my,corner,81,27,37
eva_my,corner,82,24,40
eva_my,corner,85,8,56
eva_my,corner,89,38,26
eva_my,corner,92,15,49
eva_my,corner,93,19,45
eva_my,corner,95,17,47
eva_my,corner,97,25,39
eva_my,corner,98,22,42
eva_my,corner,100,22,42
eva_my,corner,618,16,48
eva_my,corner,619,22,42
eva_my,corner,620,24,40
eva_my,corner,621,29,35
eva_my,corner,625,28,36
eva_my,corner,626,55,9
eva_my,corner,628,26,38
eva_my,corner,629,35,29
eva_my,corner,630,33,31
eva_my,corner,632,34,30
eva_my,corner,633,31,33
eva_my,corner,635,38,26
eva_my,box_corner,81,44,20
eva_my,box_corner,82,29,35
eva_my,box_corner,85,33,31
eva_my,box_corner,89,24,40
eva_my,box_corner,92,23,41
eva_my,box_corner,93,30,34
eva_my,box_corner,95,37,27
eva_my,box_corner,97,22,42
eva_my,box_corner,98,35,29
eva_my,box_corner,100,16,48
eva_my,box_corner,618,31,33
eva_my,box_corner,619,32,32
eva_my,box_corner,620,28,36
eva_my,box_corner,621,21,43
eva_my,box_corner,625,45,19
eva_my,box_corner,626,30,34
eva_my,box_corner,628,27,37
eva_my,box_corner,629,26,38
eva_my,box_corner,630,26,38
eva_my,box_corner,632,35,29
eva_my,box_corner,633,26,38
eva_my,box_corner,635,35,29
eva_my,eva_my,81,25,39
eva_my,eva_my,82,41,23
eva_my,eva_my,85,16,48
eva_my,eva_my,89,28,36
eva_my,eva_my,92,27,37
eva_my,eva_my,93,32,32
eva_my,eva_my,95,41,23
eva_my,eva_my,97,27,37
eva_my,eva_my,98,24,40
eva_my,eva_my,100,28,36
eva_my,eva_my,618,50,13
eva_my,eva_my,619,29,35
eva_my,eva_my,620,25,39
eva_my,eva_my,621,34,30
eva_my,eva_my,625,42,22
eva_my,eva_my,626,30,34
eva_my,eva_my,628,45,19
eva_my,eva_my,629,24,40
eva_my,eva_my,630,38,26
eva_my,eva_my,632,36,28
eva_my,eva_my,633,23,41
eva_my,eva_my,635,34,30
eva_my,custom,81,20,44
eva_my,custom,82,34,30
eva_my,custom,85,33,31
eva_my,custom,89,46,18
eva_my,custom,92,31,33
eva_my,custom,93,46,18
eva_my,custom,95,29,35
eva_my,custom,97,40,24
eva_my,custom,98,22,42
eva_my,custom,100,29,35
eva_my,custom,618,28,36
eva_my,custom,619,42,22
eva_my,custom,620,37,27
eva_my,custom,621,28,36
eva_my,custom,625,29,35
eva_my,custom,626,49,15
eva_my,custom,628,30,34
eva_my,custom,629,49,15
eva_my,custom,630,40,24
eva_my,custom,632,43,21
eva_my,custom,633,18,46
eva_my,custom,635,22,42
eva_my,corner+custom,81,13,51
eva_my,corner+custom,82,30,34
eva_my,corner+custom,85,25,39
eva_my,corner+custom,89,33,31
eva_my,corner+custom,92,19,45
eva_my,corner+custom,93,40,24
eva_my,corner+custom,95,34,30
eva_my,corner+custom,97,46,18
eva_my,corner+custom,98,15,49
eva_my,corner+custom,100,20,44
eva_my,corner+custom,618,38,26
eva_my,corner+custom,619,26,37
eva_my,corner+custom,620,42,22
eva_my,corner+custom,621,12,52
eva_my,corner+custom,625,39,25
eva_my,corner+custom,626,31,33
eva_my,corner+custom,628,30,34
eva_my,corner+custom,629,51,13
eva_my,corner+custom,630,30,34
eva_my,corner+custom,632,49,15
eva_my,corner+custom,633,43,21
eva_my,corner+custom,635,29,35
eva_my,box_corner+custom,81,39,25
eva_my,box_corner+custom,82,23,41
eva_my,box_corner+custom,85,20,44
eva_my,box_corner+custom,89,36,28
eva_my,box_corner+custom,92,52,12
eva_my,box_corner+custom,93,21,43
eva_my,box_corner+custom,95,32,32
eva_my,box_corner+custom,97,34,30
eva_my,box_corner+custom,98,20,44
eva_my,box_corner+custom,100,35,29
eva_my,box_corner+custom,618,37,27
eva_my,box_corner+custom,619,30,34
eva_my,box_corner+custom,620,38,26
eva_my,box_corner+custom,621,28,36
eva_my,box_corner+custom,625,37,27
eva_my,box_corner+custom,626,28,36
eva_my,box_corner+custom,628,43,21
eva_my,box_corner+custom,629,44,20
eva_my,box_corner+custom,630,44,20
eva_my,box_corner+custom,632,28,36
eva_my,box_corner+custom,633,42,22
eva_my,box_corner+custom,635,15,49
eva_my,eva_my+custom,81,26,38
eva_my,eva_my+custom,82,15,49
eva_my,eva_my+custom,85,41,23
eva_my,eva_my+custom,89,32,31
eva_my,eva_my+custom,92,33,31
eva_my,eva_my+custom,93,26,38
eva_my,eva_my+custom,95,38,26
eva_my,eva_my+custom,97,34,30
eva_my,eva_my+custom,98,50,14
eva_my,eva_my+custom,100,25,39
eva_my,eva_my+custom,618,47,17
eva_my,eva_my+custom,619,32,32
eva_my,eva_my+custom,620,37,27
eva_my,eva_my+custom,621,31,33
eva_my,eva_my+custom,625,29,35
eva_my,eva_my+custom,626,32,32
eva_my,eva_my+custom,628,34,30
eva_my,eva_my+custom,629,43,21
eva_my,eva_my+custom,630,36,28
eva_my,eva_my+custom,632,29,35
eva_my,eva_my+custom,633,22,42
eva_my,eva_my+custom,635,38,26
eva_my,corner-box,81,37,27
eva_my,corner-box,82,35,29
eva_my,corner-box,85,39,25
eva_my,corner-box,89,34,30
eva_my,corner-box,92,24,40
eva_my,corner-box,93,36,28
eva_my,corner-box,95,28,36
eva_my,corner-box,97,30,34
eva_my,corner-box,98,34,30
eva_my,corner-box,100,48,16
eva_my,corner-box,618,26,38
eva_my,corner-box,619,29,35
eva_my,corner-box,620,20,44
eva_my,corner-box,621,38,26
eva_my,corner-box,625,42,22
eva_my,corner-box,626,40,24
eva_my,corner-box,628,37,26
eva_my,corner-box,629,29,35
eva_my,corner-box,630,18,46
eva_my,corner-box,632,51,13
eva_my,corner-box,633,26,38
eva_my,corner-box,635,17,47
eva_my,doughnut,81,30,34
eva_my,doughnut,82,36,28
eva_my,doughnut,85,44,20
eva_my,doughnut,89,36,28
eva_my,doughnut,92,37,27
eva_my,doughnut,93,45,19
eva_my,doughnut,95,25,39
eva_my,doughnut,97,32,32
eva_my,doughnut,98,33,31
eva_my,doughnut,100,26,38
eva_my,doughnut,618,34,30
eva_my,doughnut,619,35,29
eva_my,doughnut,620,18,46
eva_my,doughnut,621,52,12
eva_my,doughnut,625,36,28
eva_my,doughnut,626,45,19
eva_my,doughnut,628,29,35
eva_my,doughnut,629,38,26
eva_my,doughnut,630,28,36
eva_my,doughnut,632,36,28
eva_my,doughnut,633,35,29
eva_my,doughnut,635,45,19
eva_my,doughnut+custom,81,48,16
eva_my,doughnut+custom,82,39,25
eva_my,doughnut+custom,85,34,30
eva_my,doughnut+custom,89,25,39
eva_my,doughnut+custom,92,51,13
eva_my,doughnut+custom,93,35,29
eva_my,doughnut+custom,95,48,16
eva_my,doughnut+custom,97,52,12
eva_my,doughnut+custom,98,42,22
eva_my,doughnut+custom,100,24,40
eva_my,doughnut+custom,618,33,31
eva_my,doughnut+custom,619,34,30
eva_my,doughnut+custom,620,32,32
eva_my,doughnut+custom,621,34,30
eva_my,doughnut+custom,625,19,45
eva_my,doughnut+custom,626,27,37
eva_my,doughnut+custom,628,27,37
eva_my,doughnut+custom,629,31,33
eva_my,doughnut+custom,630,29,35
eva_my,doughnut+custom,632,16,48
eva_my,doughnut+custom,633,40,24
eva_my,doughnut+custom,635,41,23
custom,corner,81,23,41
custom,corner,82,26,38
custom,corner,85,36,28
custom,corner,89,30,34
custom,corner,92,38,26
custom,corner,93,28,36
custom,corner,95,12,52
custom,corner,97,17,47
custom,corner,98,35,29
custom,corner,100,15,49
custom,corner,618,31,33
custom,corner,619,25,39
custom,corner,620,29,35
custom,corner,621,39,25
custom,corner,625,16,48
custom,corner,626,19,45
custom,corner,628,32,32
custom,corner,629,27,37
custom,corner,630,26,38
custom,corner,632,36,28
custom,corner,633,21,43
custom,corner,635,31,33
custom,box_corner,81,32,32
custom,box_corner,82,35,29
custom,box_corner,85,33,31
custom,box_corner,89,23,41
custom,box_corner,92,28,36
custom,box_corner,93,31,33
custom,box_corner,95,36,28
custom,box_corner,97,27,37
custom,box_corner,98,17,47
custom,box_corner,100,29,35
custom,box_corner,618,18,46
custom,box_corner,619,32,32
custom,box_corner,620,24,40
custom,box_corner,621,30,34
custom,box_corner,625,26,38
custom,box_corner,626,38,26
custom,box_corner,628,37,27
custom,box_corner,629,27,37
custom,box_corner,630,24,40
custom,box_corner,632,25,39
custom,box_corner,633,20,44
custom,box_corner,635,24,40
custom,eva_my,81,35,29
custom,eva_my,82,40,24
custom,eva_my,85,29,35
custom,eva_my,89,34,30
custom,eva_my,92,25,39
custom,eva_my,93,26,38
custom,eva_my,95,37,27
custom,eva_my,97,25,39
custom,eva_my,98,27,37
custom,eva_my,100,19,45
custom,eva_my,618,35,29
custom,eva_my,619,37,27
custom,eva_my,620,29,35
custom,eva_my,621,41,23
custom,eva_my,625,16,48
custom,eva_my,626,20,44
custom,eva_my,628,36,28
custom,eva_my,629,37,27
custom,eva_my,630,24,40
custom,eva_my,632,17,47
custom,eva_my,633,15,49
custom,eva_my,635,40,24
custom,custom,81,30,34
custom,custom,82,40,24
custom,custom,85,41,23
custom,custom,89,38,26
custom,custom,92,38,26
custom,custom,93,47,17
custom,custom,95,36,28
custom,custom,97,49,15
custom,custom,98,25,39
custom,custom,100,30,34
custom,custom,618,46,18
custom,custom,619,37,27
custom,custom,620,39,25
custom,custom,621,25,39
custom,custom,625,27,37
custom,custom,626,48,16
custom,custom,628,44,20
custom,custom,629,24,40
custom,custom,630,25,39
custom,custom,632,31,33
custom,custom,633,32,32
custom,custom,635,31,33
custom,corner+custom,81,38,26
custom,corner+custom,82,31,33
custom,corner+custom,85,15,49
custom,corner+custom,89,17,47
custom,corner+custom,92,28,36
custom,corner+custom,93,32,32
custom,corner+custom,95,32,32
custom,corner+custom,97,18,46
custom,corner+custom,98,28,36
custom,corner+custom,100,26,38
custom,corner+custom,618,44,20
custom,corner+custom,619,23,41
custom,corner+custom,620,10,54
custom,corner+custom,621,38,26
custom,corner+custom,625,20,44
custom,corner+custom,626,26,38
custom,corner+custom,628,29,35
custom,corner+custom,629,38,26
custom,corner+custom,630,43,21
custom,corner+custom,632,29,34
custom,corner+custom,633,20,44
custom,corner+custom,635,23,41
custom,box_corner+custom,81,24,40
custom,box_corner+custom,82,23,41
custom,box_corner+custom,85,25,39
custom,box_corner+custom,89,29,35
custom,box_corner+custom,92,25,39
custom,box_corner+custom,93,36,28
custom,box_corner+custom,95,25,39
custom,box_corner+custom,97,19,45
custom,box_corner+custom,98,32,32
custom,box_corner+custom,100,35,29
custom,box_corner+custom,618,13,51
custom,box_corner+custom,619,38,26
custom,box_corner+custom,620,31,33
custom,box_corner+custom,621,29,35
custom,box_corner+custom,625,26,38
custom,box_corner+custom,626,32,32
custom,box_corner+custom,628,31,33
custom,box_corner+custom,629,33,31
custom,box_corner+custom,630,35,29
custom,box_corner+custom,632,21,43
custom,box_corner+custom,633,25,39
custom,box_corner+custom,635,39,25
custom,eva_my+custom,81,26,38
custom,eva_my+custom,82,34,30
custom,eva_my+custom,85,40,24
custom,eva_my+custom,89,15,49
custom,eva_my+custom,92,18,46
custom,eva_my+custom,93,28,36
custom,eva_my+custom,95,21,43
custom,eva_my+custom,97,16,48
custom,eva_my+custom,98,21,43
custom,eva_my+custom,100,10,54
custom,eva_my+custom,618,38,26
custom,eva_my+custom,619,30,34
custom,eva_my+custom,620,30,34
custom,eva_my+custom,621,30,34
custom,eva_my+custom,625,31,33
custom,eva_my+custom,626,34,30
custom,eva_my+custom,628,22,42
custom,eva_my+custom,629,35,29
custom,eva_my+custom,630,31,33
custom,eva_my+custom,632,27,37
custom,eva_my+custom,633,22,42
custom,eva_my+custom,635,26,38
custom,corner-box,81,33,31
custom,corner-box,82,26,38
custom,corner-box,85,14,50
custom,corner-box,89,34,30
custom,corner-box,92,15,49
custom,corner-box,93,33,31
custom,corner-box,95,35,29
custom,corner-box,97,16,48
custom,corner-box,98,33,31
custom,corner-box,100,25,39
custom,corner-box,618,31,33
custom,corner-box,619,32,31
custom,corner-box,620,26,38
custom,corner-box,621,21,43
custom,corner-box,625,16,48
custom,corner-box,626,26,38
custom,corner-box,628,31,33
custom,corner-box,629,27,37
custom,corner-box,630,25,39
custom,corner-box,632,21,43
custom,corner-box,633,12,52
custom,corner-box,635,31,33
custom,doughnut,81,23,41
custom,doughnut,82,17,47
custom,doughnut,85,29,35
custom,doughnut,89,28,36
custom,doughnut,92,20,44
custom,doughnut,93,18,46
custom,doughnut,95,39,25
custom,doughnut,97,23,0
custom,doughnut,98,23,0
custom,doughnut,100,26,38
custom,doughnut,618,17,47
custom,doughnut,619,24,40
custom,doughnut,620,13,51
custom,doughnut,621,29,35
custom,doughnut,625,21,43
custom,doughnut,626,15,49
custom,doughnut,628,17,47
custom,doughnut,629,28,36
custom,doughnut,630,15,49
custom,doughnut,632,33,31
custom,doughnut,633,12,52
custom,doughnut,635,10,54
custom,doughnut+custom,81,16,48
custom,doughnut+custom,82,35,29
custom,doughnut+custom,85,46,18
custom,doughnut+custom,89,25,39
custom,doughnut+custom,92,33,31
custom,doughnut+custom,93,28,36
custom,doughnut+custom,95,33,31
custom,doughnut+custom,97,34,30
custom,doughnut+custom,98,33,31
custom,doughnut+custom,100,49,15
custom,doughnut+custom,618,31,33
custom,doughnut+custom,619,27,37
custom,doughnut+custom,620,29,35
custom,doughnut+custom,621,26,38
custom,doughnut+custom,625,37,27
custom,doughnut+custom,626,30,34
custom,doughnut+custom,628,16,48
custom,doughnut+custom,629,28,36
custom,doughnut+custom,630,36,28
custom,doughnut+custom,632,34,30
custom,doughnut+custom,633,39,25
custom,doughnut+custom,635,29,35
corner+custom,corner,81,28,36
corner+custom,corner,82,24,40
corner+custom,corner,85,35,29
corner+custom,corner,89,46,18
corner+custom,corner,92,31,33
corner+custom,corner,93,37,27
corner+custom,corner,95,25,39
corner+custom,corner,97,48,16
corner+custom,corner,98,33,31
corner+custom,corner,100,43,21
corner+custom,corner,618,20,44
corner+custom,corner,619,25,39
corner+custom,corner,620,30,34
corner+custom,corner,621,28,36
corner+custom,corner,625,34,30
